key,Rare disease,link,description
post-1368,Krabbe Disease,https://rarediseases.org/rare-diseases/leukodystrophy-krabbes/,"galactocerebrosidase deficiencygalactocerebroside beta-galactosidase deficiencygalactosylceramidase deficiencygalactosylceramide lipidosisgloboid cell leukoencephalopathy (GLD)leukodystrophy, globoid cellsphingolipidosis, Krabbe's typeleukodystrophy, Krabbe’s"
post-1959,Kufor Rakeb Syndrome,https://rarediseases.org/rare-diseases/kufor-rakeb-syndrome/,"KRSKufor Rakeb diseaseautosomal recessive, juvenile onset Parkinson’s disease 9Parkinson’s disease 9pallidopyramidal degeneration with supranuclear upgaze paresis and dementia"
post-1343,L1 Syndrome,https://rarediseases.org/rare-diseases/l1-syndrome/,"HSAS, aqueductal stenosis, X-linkedL1 diseaseL1 spectrumMASA syndromeSPG1 (X-linked complicated hereditary spastic paraplegia type 1)X-linked corpus callosum agenesisX-linked hydrocephalus with stenosis of the aqueduct of sylvius"
post-1344,Laband Syndrome,https://rarediseases.org/rare-diseases/laband-syndrome/,"Gingival Fibromatosis, Abnormal Fingers, Nails, Nose, Ear, SplenomegalyZimmermann-Laband SyndromeZLS"
post-1345,LADD syndrome,https://rarediseases.org/rare-diseases/ladd-syndrome/,lacrimo-auriculo-dento-digital syndromeLevy-Hollister syndrome
post-143373,Lafora Disease,https://rarediseases.org/rare-diseases/lafora-disease/,"epilepsy progressive myoclonic 2Lafora body disordermyoclonic epilepsy of LaforaLafora body diseaseLafora progressive myoclonic epilepsyprogressive myoclonic epilepsy type 2progressive myoclonus epilepsy, Lafora type"
post-1346,Lambert-Eaton Myasthenic Syndrome,https://rarediseases.org/rare-diseases/lambert-eaton-myasthenic-syndrome/,Eaton-Lambert syndromeLambert-Eaton syndromeLEMSmyasthenic syndrome of Lambert-Eaton
post-1289,Lamellar Ichthyosis,https://rarediseases.org/rare-diseases/ichthyosis-lamellar/,collodion babycongenital lamellar ichthyosisLI
post-1347,Landau Kleffner Syndrome,https://rarediseases.org/rare-diseases/landau-kleffner-syndrome/,acquired aphasia with convulsive disorderacquired epileptiform aphasiaLKSdevelopmental/epileptic encephalopathy with spike wave activation on sleep (DEE-SWAS)
post-1348,Langerhans Cell Histiocytosis,https://rarediseases.org/rare-diseases/langerhans-cell-histiocytosis/,LCHhistiocytosis X (formerly)eosinophilic granuloma (formerly)Letterer-Siwe disease (formerly)Hand-Schüller-Christian syndrome (formerly)
post-91166,Large Granular Lymphocyte Leukemia,https://rarediseases.org/rare-diseases/large-granular-lymphocyte-leukemia/,LGLLlarge granular lymphocytic leukemiaLGL leukemia
post-1349,Larsen Syndrome,https://rarediseases.org/rare-diseases/larsen-syndrome/,N/A
post-1350,Laryngeal Dystonia,https://rarediseases.org/rare-diseases/laryngeal-dystonia/,LDSDspasmodic dysphoniaspastic dysphonia
post-256573,Laryngotracheoesophageal Cleft,https://rarediseases.org/rare-diseases/laryngotracheoesophageal-cleft/,laryngeal cleftlaryngotracheal cleft (LC)LTEClaryngo-tracheo-esophageal cleftlaryngo-tracheo-esophageal diastemaposterior laryngeal cleft (PLC)
post-1932,Laurence-Moon Syndrome,https://rarediseases.org/rare-diseases/laurence-moon-syndrome/,adipogenital-retinitis pigmentosa syndromeLNMSLMS
post-1351,Leber Congenital Amaurosis,https://rarediseases.org/rare-diseases/leber-congenital-amaurosis/,LCA
post-1352,Leber Hereditary Optic Neuropathy,https://rarediseases.org/rare-diseases/leber-hereditary-optic-neuropathy/,Leber's hereditary optic neuropathyLeber's optic neuropathyLHON
post-1353,Legg Calvé Perthes Disease,https://rarediseases.org/rare-diseases/legg-calve-perthes-disease/,LCPDPerthes disease
post-1354,Legionnaires’ Disease,https://rarediseases.org/rare-diseases/legionnaires-disease/,Legionellosis
post-1355,Leigh Syndrome,https://rarediseases.org/rare-diseases/leigh-syndrome/,classical Leigh syndromeLeigh necrotizing encephalopathyLeigh's diseasenecrotizing encephalomyelopathy of Leigh'sSNEsubacute necrotizing encephalopathy
post-1356,Leiomyosarcoma,https://rarediseases.org/rare-diseases/leiomyosarcoma/,N/A
post-1357,"Leiomyosarcoma, Inferior Vena Cava",https://rarediseases.org/rare-diseases/leiomyosarcoma-inferior-vena-cava/,N/A
post-1895,Leishmaniasis,https://rarediseases.org/rare-diseases/leishmaniasis/,N/A
post-1358,Lennox-Gastaut Syndrome,https://rarediseases.org/rare-diseases/lennox-gastaut-syndrome/,LGS
post-1359,Lenz Microphthalmia Syndrome,https://rarediseases.org/rare-diseases/lenz-microphthalmia-syndrome/,Lenz dysplasiaLenz syndromemicrophthalmia or anophthalmos with associated anomalies (obsolete)
post-109401,LEPR Deficiency,https://rarediseases.org/rare-diseases/lepr-deficiency/,"obesity, morbid, due to leptin receptor deficiencyobesity due to leptin receptor gene deficiencyleptin receptor deficiencyLepR deficiency"
post-1361,Leprechaunism,https://rarediseases.org/rare-diseases/leprechaunism/,Donohue syndrome
post-1362,Leprosy,https://rarediseases.org/rare-diseases/leprosy/,Hansen's Disease
post-1363,Leptospirosis,https://rarediseases.org/rare-diseases/leptospirosis/,"Canefield FeverCanicola FeverField FeverMud FeverSeven Day Fever, LeptospirosisSpirochetosisSwineherd Disease"
post-1364,Leri Pleonosteosis,https://rarediseases.org/rare-diseases/leri-pleonosteosis/,"Pleonosteosis, Leri Type"
post-1070,Leri-Weill Dyschondrosteosis,https://rarediseases.org/rare-diseases/leri-weilldyschondrosteosis/,Leri-Weill diseaseLeri-Weill syndromedyschondrosteosisLWDLWS
post-1365,Lesch Nyhan Syndrome,https://rarediseases.org/rare-diseases/lesch-nyhan-syndrome/,HGPRT deficiencyHPRT deficiencyhypoxanthine-guanine phosphoribosyl transferase deficiencyLesch-Nyhan disease
post-1366,Leukocyte Adhesion Deficiency Syndromes,https://rarediseases.org/rare-diseases/leukocyte-adhesion-deficiency-syndromes/,LAD syndromes
post-1367,Leukodystrophy,https://rarediseases.org/rare-diseases/leukodystrophy/,hereditary white matter disordersinherited leukoencephalopathies
post-1941,Leukoencephalopathy with Brain Stem and Spinal Cord Involvement and Lactate Elevation,https://rarediseases.org/rare-diseases/leukoencephalopathy-brain-stem-spinal-cord-involvement-lactate-elevation/,LBSLmitochondrial aspartyl-tRNA synthetase deficiency
post-1370,Levy-Yeboa Syndrome,https://rarediseases.org/rare-diseases/levy-yeboa-syndrome/,N/A
post-1913,Li-Fraumeni Syndrome,https://rarediseases.org/rare-diseases/li-fraumeni-syndrome/,LFS
post-1371,Lichen Planus,https://rarediseases.org/rare-diseases/lichen-planus/,N/A
post-1372,Lichen Sclerosus,https://rarediseases.org/rare-diseases/lichen-sclerosus/,lichen sclerosus et atrophicusbalanitis xerotica obliterans
post-2034,Liddle Syndrome,https://rarediseases.org/rare-diseases/liddle-syndrome/,pseudoaldosteronismpseudohyperaldosteronism
post-1373,Limb-Girdle Muscular Dystrophies,https://rarediseases.org/rare-diseases/limb-girdle-muscular-dystrophies/,LGMDpelvofemoral muscular dystrophyproximal muscular dystrophy
post-1925,Liposarcoma,https://rarediseases.org/rare-diseases/liposarcoma/,lipomatous tumor
post-1374,Lissencephaly,https://rarediseases.org/rare-diseases/lissencephaly/,"agyrialissencephaly, type Iclassic lissencephaly (LIS1)"
post-1375,Listeriosis,https://rarediseases.org/rare-diseases/listeriosis/,listeria infection
post-1376,Locked In Syndrome,https://rarediseases.org/rare-diseases/locked-in-syndrome/,cerebromedullospinal disconnectionde-efferented statepseudocoma
post-91173,Loeys-Dietz Syndrome,https://rarediseases.org/rare-diseases/loeys-dietz-syndrome/,LDS
post-1675,Long QT Syndrome,https://rarediseases.org/rare-diseases/romano-ward-syndrome/,Autosomal Dominant Long QT syndromeLong QT syndrome without deafnessLQTSRomano-Ward Long QT syndromeRWSWard-Romano syndromeRomano-Ward syndrome
post-1378,Low Gamma-GT Familial Intrahepatic Cholestasis,https://rarediseases.org/rare-diseases/low-gamma-gt-familial-intrahepatic-cholestasis/,benign recurrent intrahepatic cholestasis types 1 and 2BRIC1BRIC2PFIC1PFIC2PFIC 4PFIC 5PFIC 6progressive familial intrahepatic cholestasis types 1 and 2
post-1379,Lowe syndrome,https://rarediseases.org/rare-diseases/lowe-syndrome/,OCRLoculocerebrorenal syndromeoculocerebrorenal syndrome of Lowe
post-1381,Lymphangioleiomyomatosis,https://rarediseases.org/rare-diseases/lymphangioleiomyomatosis/,LAMlymphangioleimyomatosislymphangioleiomatosislymphangiomyomatosispulmonary lymphangiomyomatosissporadic lymphangioleiomyomatosis
post-1382,Lymphatic Malformations,https://rarediseases.org/rare-diseases/lymphatic-malformations/,cavernous lymphangiomacystic hygromacystic lymphangiomalymphangiomalymphangioma circumscriptumlymphangiomatosismacrocystic lymphatic malformationmicrocystic lymphatic malformation
post-1383,Lymphedema-Distichiasis Syndrome,https://rarediseases.org/rare-diseases/lymphedema-distichiasis-syndrome/,lymphedema with distichiasis
post-1384,Lymphocytic Infiltrate of Jessner,https://rarediseases.org/rare-diseases/lymphocytic-infiltrate-of-jessner/,benign lymphocytic infiltrate of the skinJessner-Kanof lymphocytic infiltrationbenign lymphocytic infiltrationJessner diseaseJessner-Kanof syndromebenign chronic T-cell infiltrative disease
post-1385,Lymphomatoid Granulomatosis,https://rarediseases.org/rare-diseases/lymphomatoid-granulomatosis/,benign lymph angiitis and granulomatosismalignant lymph angiitis and granulomatosispulmonary angiitis
post-1387,Lysosomal Free Sialic Acid Storage Disorders,https://rarediseases.org/rare-diseases/lysosomal-free-sialic-acid-storage-disorders/,N/A
post-1388,Lysosomal Storage Disorders,https://rarediseases.org/rare-diseases/lysosomal-storage-disorders/,N/A
post-1390,Macroglossia,https://rarediseases.org/rare-diseases/macroglossia/,Enlarged TongueGiant Tongue
post-1392,Madelung’s Disease,https://rarediseases.org/rare-diseases/madelungs-disease/,benign symmetrical lipomatosis (BSL)cephalothoracic lipodystrophylaunois-bensaude syndromemultiple symmetric lipomatosis (MSL)
post-1393,Maffucci Syndrome,https://rarediseases.org/rare-diseases/maffucci-syndrome/,N/A
post-1394,Mal de Debarquement,https://rarediseases.org/rare-diseases/mal-de-debarquement/,MDD
post-254209,Malan Syndrome,https://rarediseases.org/rare-diseases/malan-syndrome/,N/A
post-1395,Malaria,https://rarediseases.org/rare-diseases/malaria/,Acute MalariaAgueAutochthonous MalariaChronic MalariaImported MalariaInduced MalariaIntermittent MalariaJungle FeverPaludismRelapsing MalariaSwamp FeverTherapeutic Malaria
post-1396,Malignant Hyperthermia,https://rarediseases.org/rare-diseases/malignant-hyperthermia/,Hyperpyrexia
post-1397,Mallory Weiss Syndrome,https://rarediseases.org/rare-diseases/mallory-weiss-syndrome/,Gastroesophageal Laceration-HemorrhageMallory-Weiss LacerationMallory-Weiss Tear
post-1398,Mandibuloacral Dysplasia,https://rarediseases.org/rare-diseases/mandibuloacral-dysplasia/,N/A
post-1399,Mantle Cell Lymphoma,https://rarediseases.org/rare-diseases/mantle-cell-lymphoma/,N/A
post-2026,MAPK8IP3-Related Neurodevelopmental Disorder,https://rarediseases.org/rare-diseases/mapk8ip3-related-neurodevelopmental-disorder/,neurodevelopmental disorder with or without variable brain abnormalities (NEDBA)
post-1400,Maple Syrup Urine Disease,https://rarediseases.org/rare-diseases/maple-syrup-urine-disease/,BCKD Deficiencybranched-chain ketoacid dehydrogenase deficiencybranched-chain ketoaciduriaMSUD
post-1401,Marcus Gunn Phenomenon,https://rarediseases.org/rare-diseases/marcus-gunn-phenomenon/,Marcus Gunn (Jaw-Winking) SyndromeMarcus Gunn Ptosis (with jaw-winking)Maxillopalpebral Synkinesis
post-1402,Marden Walker Syndrome,https://rarediseases.org/rare-diseases/marden-walker-syndrome/,"Connective Tissue Disorder, Marden-Walker TypeMWS"
post-1403,Marfan Syndrome,https://rarediseases.org/rare-diseases/marfan-syndrome/,MFS
post-1404,Marinesco-Sjögren Syndrome,https://rarediseases.org/rare-diseases/marinesco-sjogren-syndrome/,Garland-Moorhouse syndromehereditary oligophrenic cerebello-lental degenerationMarinesco-Garland syndromeMSS
post-1405,Maroteaux Lamy Syndrome,https://rarediseases.org/rare-diseases/maroteaux-lamy-syndrome/,arylsulfatase-B DeficiencyMPS 6MPS type VIMPS VImucopolysaccharidosis type VIpolydystrophic dwarfism
post-1407,Marshall Syndrome,https://rarediseases.org/rare-diseases/marshall-syndrome/,"deafness-myopia-cataract-saddle nose, Marshall type"
post-1406,Marshall-Smith Syndrome,https://rarediseases.org/rare-diseases/marshall-smith-syndrome/,MSS
post-1408,Mastocytosis,https://rarediseases.org/rare-diseases/mastocytosis/,clonal mast cell disease
post-1409,Maternally Inherited Leigh Syndrome and NARP Syndrome,https://rarediseases.org/rare-diseases/maternally-inherited-leigh-syndrome-and-narp-syndrome/,MILS-NARP syndrome
post-1410,Maxillofacial Dysostosis,https://rarediseases.org/rare-diseases/maxillofacial-dysostosis/,autosomal dominant maxillofacial dysostosis
post-1411,May Hegglin Anomaly,https://rarediseases.org/rare-diseases/may-hegglin-anomaly/,Dohle Leukocyte Inclusions with Giant PlateletsDohle's Bodies-MyelopathyHegglin's DiseaseLeukocytic Inclusions with Platelet AbnormalityMacrothrombocytopenia with Leukocyte InclusionsMHA
post-1412,Mayer-Rokitansky-Küster-Hauser Syndrome,https://rarediseases.org/rare-diseases/mayer-rokitansky-kuster-hauser-syndrome/,congenital absence of the uterus and vagina (CAUV)genital renal ear syndrome (GRES)MRKHMRKH syndromeMullerian agenesisMullerian aplasiaRokitansky syndrome
post-1413,McCune Albright Syndrome,https://rarediseases.org/rare-diseases/mccune-albright-syndrome/,"Albright syndromeMASosteitis fibrosa disseminataPFDPOFDpolyostotic, fibrous dysplasiaprecocious puberty with polyostotic fibrosis and abnormal pigmentation"
post-1414,McKusick Type Metaphyseal Chondrodysplasia,https://rarediseases.org/rare-diseases/mckusick-type-metaphyseal-chondrodysplasia/,cartilage-hair hypoplasiaCHH
post-1415,MCT8-Specific Thyroid Hormone Cell Transporter Deficiency,https://rarediseases.org/rare-diseases/mct8-specific-thyroid-hormone-cell-transporter-deficiency/,AHDSAllan-Herndon-Dudley syndromeMCT8 deficiencyTHCT deficiency
post-1416,MDR3 Deficiency,https://rarediseases.org/rare-diseases/mdr3-deficiency/,N/A
post-1417,Measles,https://rarediseases.org/rare-diseases/measles/,morbillinine day measlesrubeola
post-1418,Meckel Syndrome,https://rarediseases.org/rare-diseases/meckel-syndrome/,dysencephalia splanchnocysticaGruber syndromeMeckel-Gruber syndromeMESMKS
post-1419,MECP2 Duplication Syndrome,https://rarediseases.org/rare-diseases/mecp2-duplication-syndrome/,trisomy Xq28Xq28 duplication syndrome
post-1957,Median Arcuate Ligament Syndrome,https://rarediseases.org/rare-diseases/median-arcuate-ligament-syndrome/,MALSceliac artery compression syndrome (CACS)Dunbar syndromeHarjola-Marable syndrome
post-1420,Medium Chain Acyl CoA Dehydrogenase Deficiency,https://rarediseases.org/rare-diseases/medium-chain-acyl-coa-dehydrogenase-deficiency/,MCAD deficiencyACADM deficiencyMCADH deficiencymedium chain acyl-coenzyme A dehydrogenase deficiencyMCADD
post-1421,Medullary Sponge Kidney,https://rarediseases.org/rare-diseases/medullary-sponge-kidney/,Cacchi-Ricci DiseaseCystic Dilatation of Renal Collecting TubesPrecalyceal Canalicular EctasiaSponge KidneyTubular Ectasia
post-1422,Medulloblastoma,https://rarediseases.org/rare-diseases/medulloblastoma/,primitive neuroectodermal tumor of the posterior fossa
post-2013,MEF2C Deficiency,https://rarediseases.org/rare-diseases/mef2c-deficiency/,5q14.3 microdeletion syndromeMEF2C haploinsufficiency syndromeMRD20
post-1423,Megalencephaly-Capillary Malformation,https://rarediseases.org/rare-diseases/megalencephaly-capillary-malformation/,macrocephaly-capillary malformationmacrocephaly-cutis marmorata telangiectatica congenitaMCAPM-CMM-CM syndromeM-CMTC
post-778,Megaloblastic Anemia,https://rarediseases.org/rare-diseases/anemia-megaloblastic/,constitutional megaloblastic anemia with severe neurological diseaseDHFR deficiencydihydrofolate reductase deficiency
post-1424,Megalocornea Intellectual Disability Syndrome,https://rarediseases.org/rare-diseases/megalocornea-intellectual-disability-syndrome/,MMR syndromeNeuhauser syndrome
post-1077,Meier-Gorlin Syndrome,https://rarediseases.org/rare-diseases/ear-patella-short-stature-syndrome/,"MGSear, patella, short stature syndromemicrotia, absent patellae, micrognathia syndrome"
post-1425,Meige Syndrome,https://rarediseases.org/rare-diseases/meige-syndrome/,Brueghel SyndromeIdiopathic Blepharospasm-Oromandibular Dystonia SyndromeSegmental Cranial Dystonia
post-1426,"Melanoma, Malignant",https://rarediseases.org/rare-diseases/melanoma-malignant/,MelanoblastomaMelanocarcinomaMelanoepitheliomaMelanomaMelanosarcomaMelanoscirrhusMelanotic CarcinomaNevus Pigmentosa
post-1427,MELAS Syndrome,https://rarediseases.org/rare-diseases/melas-syndrome/,"Mitochondrial Myopathy, Encephalopathy, Lactic Acidosis, Stroke-Like EpisodMyopathy, Mitochondrial-Encephalopathy-Lactic Acidosis-Stroke"
post-1428,Meleda Disease,https://rarediseases.org/rare-diseases/meleda-disease/,Keratosis Palmoplantaris Transgradiens of SiemensMal de Meleda
post-1429,Melkersson-Rosenthal Syndrome,https://rarediseases.org/rare-diseases/melkersson-rosenthal-syndrome/,Melkersson syndromeMROSMRSorofacial granulomatosis
post-1430,Melnick Needles Syndrome,https://rarediseases.org/rare-diseases/melnick-needles-syndrome/,Melnick-Needles osteodysplastyMNSosteodysplasty of Melnick and Needles
post-1431,Melorheostosis,https://rarediseases.org/rare-diseases/melorheostosis/,N/A
post-1432,Menetrier Disease,https://rarediseases.org/rare-diseases/menetrier-disease/,N/A
post-1434,Meningioma,https://rarediseases.org/rare-diseases/meningioma/,meningeal tumor
post-1435,Meningitis,https://rarediseases.org/rare-diseases/meningitis/,N/A
post-1436,"Meningitis, Bacterial",https://rarediseases.org/rare-diseases/meningitis-bacterial/,Bacterial MeningitisPyogenic Meningitis
post-1437,"Meningitis, Tuberculous",https://rarediseases.org/rare-diseases/meningitis-tuberculous/,TBMTuberculous Meningitis
post-1438,Meningococcal Meningitis,https://rarediseases.org/rare-diseases/meningococcal-meningitis/,bacterial meningococcal meningitisepidemic cerebrospinal meningitis
post-1439,Meningococcemia,https://rarediseases.org/rare-diseases/meningococcemia/,Meningococcal DiseaseMeningococcemia-Meningitis
post-1440,Menkes Disease,https://rarediseases.org/rare-diseases/menkes-disease/,Copper Transport DiseaseKinky Hair DiseaseSteely Hair DiseaseTrichopoliodystrophyX-linked Copper DeficiencyMD
post-1947,Merkel Cell Carcinoma,https://rarediseases.org/rare-diseases/merkel-cell-carcinoma/,cutaneous neuroendocrine carcinomaMerkel cell skin cancerMCCneuroendocrine carcinoma of the skinMerkel cell cancer
post-1441,MERRF Syndrome,https://rarediseases.org/rare-diseases/merrf-syndrome/,myoclonic epilepsy associated with ragged red fibersMERRFFukuhara syndromemyoclonus epilepsy associated with ragged red fibersmyoencephalopathy ragged-red fiber disease
post-1442,Mesenchymal Chondrosarcoma,https://rarediseases.org/rare-diseases/mesenchymal-chondrosarcoma/,N/A
post-1699,Mesenteric Panniculitis,https://rarediseases.org/rare-diseases/mesenteric-panniculitis/,sclerosing mesenteritismesenteric lipodystrophyretractile mesenteritis
post-1443,Mesothelioma,https://rarediseases.org/rare-diseases/mesothelioma/,malignant mesotheliomaMM
post-1369,Metachromatic Leukodystrophy,https://rarediseases.org/rare-diseases/metachromatic-leukodystrophy/,MLDdiffuse brain sclerosismetachromatic leukoencephalopathyARSA deficiencyarylsulfatase A deficiency
post-1444,"Metaphyseal Chondrodysplasia, Schmid Type",https://rarediseases.org/rare-diseases/metaphyseal-chondrodysplasia-schmid-type/,Japanese type spondylometaphyseal dysplasiaMCDSSchmid metaphyseal dysostosis
post-1445,Metatropic Dysplasia I,https://rarediseases.org/rare-diseases/metatropic-dysplasia-i/,"Chondrodystrophy, Hyperplastic FormDwarfism, MetatropicMetatropic DwarfismMetatropic Dwarfism SyndromeMetatropic Dysplasia"
post-713,Methylmalonic Acidemia,https://rarediseases.org/rare-diseases/acidemia-methylmalonic/,methylmalonic aciduriaMMA
post-1260,Mevalonate Kinase Deficiency,https://rarediseases.org/rare-diseases/hyper-igd-syndrome/,MKD
post-1446,Microvillus Inclusion Disease,https://rarediseases.org/rare-diseases/microvillus-inclusion-disease/,"congenital familial protracted diarrheacongenital microvillus atrophyDavidson's diseasefamilial enteropathy, microvillusMVIDintractable diarrhea of infancy"
post-1447,Mikulicz Syndrome,https://rarediseases.org/rare-diseases/mikulicz-syndrome/,DacryosialoadenopathiaDacryosialoadenopathyMikulicz-Radecki SyndromeMikulicz-Sjogren SyndromeMikulicz Syndromevon Mikulicz Syndrome
post-2005,Miller Fisher Syndrome,https://rarediseases.org/rare-diseases/miller-fisher-syndrome/,MFSFisher syndrome
post-1448,Miller Syndrome,https://rarediseases.org/rare-diseases/miller-syndrome/,POADSGenee-Wiedemann syndromepostaxial acrofacial dysostosis
post-1449,Mitochondrial Neurogastrointestinal Encephalopathy,https://rarediseases.org/rare-diseases/mitochondrial-neurogastrointestinal-encephalopathy/,"MEPOPMNGIEMNGIE syndromemuscular dystrophy, oculogastrointestinalmyoneurogastrointestinal encephalopathy syndromePOLIP"
post-1450,Mitral Valve Prolapse Syndrome,https://rarediseases.org/rare-diseases/mitral-valve-prolapse-syndrome/,Barlow SyndromeBillowing Mitral Leaflet SyndromeClick-Murmur SyndromeFloppy Valve SyndromeMitral Click-Murmur SyndromeMitral Leaflet SyndromeMVPMVPSSystolic Click-Murmur Syndrome
post-1451,Mixed Connective Tissue Disease,https://rarediseases.org/rare-diseases/mixed-connective-tissue-disease-mctd/,MCTDSharp syndrome
post-1452,Mixed Cryoglobulinemia,https://rarediseases.org/rare-diseases/mixed-cryoglobulinemia/,Cryoglobulinemic Vasculitis
post-2012,MN1 C-Terminal Truncation Syndrome,https://rarediseases.org/rare-diseases/mn1-c-terminal-truncation-syndrome/,"MCTT syndromeCEBALID syndrome (craniofacial defects, dysmorphic ears, structural brain abnormalities, expressive Language delay and impaired intellectual development) (OMIM #618774)"
post-1453,Moebius Syndrome,https://rarediseases.org/rare-diseases/moebius-syndrome/,congenital facial diplegia syndromecongenital oculofacial paralysisMBSMobius syndromeMoebius sequence
post-2032,MOG Antibody Disease,https://rarediseases.org/rare-diseases/mog-antibody-disease/,MOGAD
post-259442,Molybdenum Cofactor Deficiency,https://rarediseases.org/rare-diseases/molybdenum-cofactor-deficiency-mocd/,"combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidaseencephalopathy due to sulfite oxidase deficiencycombined molybdoflavoprotein enzyme deficiencycombined xanthine oxidase and sulfite oxidase and aldehyde oxidase deficiencydeficiency of molybdenum cofactor"
post-1454,Monilethrix,https://rarediseases.org/rare-diseases/monilethrix/,N/A
post-949,Mosaic Trisomy 22,https://rarediseases.org/rare-diseases/chromosome-22-trisomy-mosaic/,mosaic trisomy chromosome 22trisomy 22 mosaicism
post-966,Mosaic Trisomy 9,https://rarediseases.org/rare-diseases/chromosome-9-trisomy-mosaic/,"trisomy 9 mosaictrisomy 9 mosaicismtrisomy 9 mosaicism syndromemosaic trisomy 9 syndromechromosome 9, trisomy mosaic"
post-1456,Mowat-Wilson Syndrome,https://rarediseases.org/rare-diseases/mowat-wilson-syndrome/,MWS
post-1457,Moyamoya Disease,https://rarediseases.org/rare-diseases/moyamoya-disease/,moyamoya syndrome
post-1458,Mucha Habermann Disease,https://rarediseases.org/rare-diseases/mucha-habermann-disease/,acuta guttale parapsoriasisHabermann diseaseparapsoriasis varioliformis acutapityriasis lichenoides et varioliformis acutaPLEVA
post-1459,Muckle-Wells Syndrome,https://rarediseases.org/rare-diseases/muckle-wells-syndrome/,MWS
post-1460,Mucolipidosis IV,https://rarediseases.org/rare-diseases/mucolipidosis-iv/,Berman SyndromeGanglioside Neuraminidase DeficiencyGanglioside Sialidase DeficiencyML Disorder IVML IVNeuraminidase DeficiencySialolipidosis
post-1461,Mucopolysaccharidoses,https://rarediseases.org/rare-diseases/mucopolysaccharidoses/,MPSMPS disorder
post-1455,Mucopolysaccharidosis IV,https://rarediseases.org/rare-diseases/morquio-syndrome/,MPS IVmucopolysaccharidosis IVMorquio syndrome
post-1462,Mucopolysaccharidosis Type I,https://rarediseases.org/rare-diseases/mucopolysaccharidosis-type-i/,alpha-L-iduronidase deficiencyIDUA deficiencyMPS I
post-1255,Mucopolysaccharidosis Type II,https://rarediseases.org/rare-diseases/mucopolysaccharidosis-type-ii-2/,MPS IIHunter syndromeI2S deficiencyiduronate 2-sulfatase deficiency
post-1463,Mucopolysaccharidosis Type III,https://rarediseases.org/rare-diseases/mucopolysaccharidosis-type-iii/,MPS IIImucopolysaccharide storage disease type IIISanfilippo syndromeSanfilippo disease
post-1722,Mucopolysaccharidosis Type VII,https://rarediseases.org/rare-diseases/sly-syndrome/,"beta-glucuronidase deficiencyGUSB deficiencyMPS disorder, type VIIMPS VIIMPS 7mucopolysaccharidosis 7Sly syndrome"
post-1946,Mucormycosis,https://rarediseases.org/rare-diseases/mucormycosis/,zygomycosis
post-1464,Mucous Membrane Pemphigoid,https://rarediseases.org/rare-diseases/mucous-membrane-pemphigoid/,cicatricial pemphigoidCPMMPmucous membrane pemphigoid
post-91171,Mueller-Weisse Disease,https://rarediseases.org/rare-diseases/mueller-weisse-disease/,Brailsford diseaseadult tarsal scaphoiditisspontaneous adult navicular osteonecrosislisthesis navicularisMueller-Weiss syndrome
post-253998,Muenke Syndrome,https://rarediseases.org/rare-diseases/muenke-syndrome/,FGFR3-related craniosynostosis
post-1465,Mulibrey Nanism,https://rarediseases.org/rare-diseases/mulibrey-nanism/,muscle-liver-brain-eye nanismPerheentupa syndrome
post-258163,Multicentric Osteolysis Nodulosis and Arthropathy Spectrum,https://rarediseases.org/rare-diseases/multicentric-osteolysis-nodulosis-and-arthropathy-spectrum/,MONA spectrum
post-1952,Multifocal Motor Neuropathy,https://rarediseases.org/rare-diseases/multifocal-motor-neuropathy/,MMNMMNCBmultifocal motor neuropathy with conduction block
post-1466,Multiple Endocrine Neoplasia Type 1,https://rarediseases.org/rare-diseases/multiple-endocrine-neoplasia-type-1/,MEN-1MEN-1 syndromemultiple endocrine adenomatosisWermer's syndrome
post-1467,Multiple Endocrine Neoplasia Type 2,https://rarediseases.org/rare-diseases/multiple-endocrine-neoplasia-type/,MEN-2MEN2 syndromeSipple syndrome
post-1469,Multiple Myeloma,https://rarediseases.org/rare-diseases/multiple-myeloma/,Kahler diseasemyelomatosisplasma cell myeloma
post-1470,Multiple Sclerosis,https://rarediseases.org/rare-diseases/multiple-sclerosis/,MS
post-1471,Multiple Sulfatase Deficiency,https://rarediseases.org/rare-diseases/multiple-sulfatase-deficiency/,MSD
post-1472,Multiple System Atrophy,https://rarediseases.org/rare-diseases/multiple-system-atrophy/,MSAprogressive autonomic failure with multiple system atrophyShy-Drager syndrome (SDS)sporadic olivopontocerebellar atrophy (sOPCA)striatonigral degeneration (SND
post-1473,Mulvihill-Smith Syndrome,https://rarediseases.org/rare-diseases/mulvihill-smith-syndrome/,progeriod short stature with pigmented nevi
post-1474,Mumps,https://rarediseases.org/rare-diseases/mumps/,Infective ParotitisParotitis
post-1475,"Muscular Dystrophy, Becker",https://rarediseases.org/rare-diseases/muscular-dystrophy-becker/,Benign Juvenile Muscular DystrophyBMDProgressive Tardive Muscular Dystrophy
post-1476,"Mutism, Selective",https://rarediseases.org/rare-diseases/mutism-selective/,N/A
post-1478,Myasthenia Gravis,https://rarediseases.org/rare-diseases/myasthenia-gravis/,MG
post-1479,Mycosis Fungoides,https://rarediseases.org/rare-diseases/mycosis-fungoides/,Granuloma Fungoides
